wkt_geom,MARKID,MARKTYPE1,MARKTYPE2,MARKNAME1,MARKNAME2,異動日期_西元年月,ADDRESS,TEL,坐標系統
Point (296498.85500000044703484 2770239.57799999974668026),F0000003203,9960103,,臺北捷運頭前庄站-出入口1,北捷頭前庄站-出入口1,201904,新北市新莊區思源路20號、近中正路口,,TM2
Point (296493.71779999975115061 2770240.77700000070035458),F0000019325,9960103,,臺北捷運頭前庄站_O17,北捷頭前庄站_O17,202405,新北市新莊區思源路18號B1、思源路20號,,TM2
Point (296624.848000000230968 2770259.29399999976158142),F0000003204,9960103,,臺北捷運頭前庄站-出入口3,北捷頭前庄站-出入口3,201904,新北市新莊區中正路、近中正路61巷,,TM2
Point (296652.0400000000372529 2770323.29600000008940697),F0000003205,9960103,,臺北捷運頭前庄站-出入口4,北捷頭前庄站-出入口4,201904,新北市新莊區中正路、近中正路56巷,,TM2
Point (297551.92700000014156103 2770964.80499999970197678),F0000003206,9960103,,臺北捷運先嗇宮站-出入口2,北捷先嗇宮站-出入口2,201904,新北市三重區重新路五段、近中興南街,,TM2
Point (297600.37399999983608723 2770981.85099999979138374),F0000003207,9960103,,臺北捷運先嗇宮站-出入口3,北捷先嗇宮站-出入口3,202201,新北市三重區重新路五段、近光復路一段路口,,TM2
Point (297568.91000000014901161 2770991.9609999991953373),F0000003246,9960103,,臺北捷運先嗇宮站_O16,北捷先嗇宮站_O16,201904,新北市三重區重新路五段515號B1,02-218-12345,TM2
Point (297567.86600000038743019 2771015.4159999992698431),F0000007555,9960103,,臺北捷運先嗇宮站-出入口1,北捷先嗇宮站-出入口1,201904,新北市三重區重新路五段515號、近光復路一段,,TM2
Point (296445.29100000020116568 2771369.89100000075995922),F0000017141,9960103,,新北捷運幸福站-出入口2,新北捷幸福站-出入口2,202405,新北市新莊區思源路與幸福東路交叉口,,TM2
Point (296412.92100000008940697 2771394.52400000020861626),F0000017142,9960103,,新北捷運幸福站_Y19,新北捷幸福站_Y19,202405,新北市新莊區思源路292號,02-218-12345,TM2
Point (296435.51400000043213367 2771404.89699999988079071),F0000017144,9960103,,新北捷運幸福站-出入口1,新北捷幸福站-出入口1,202405,新北市新莊區思源路與思源路296巷交叉口,,TM2
Point (294369.60900000017136335 2771684.28399999998509884),F0000009205,9960103,,桃園機場捷運泰山站--出入口3,機捷泰山站-出入口3,202205,新北市泰山區新北大道四段431號,,TM2
Point (294368.97499999962747097 2771706.51099999994039536),F0000009206,9960103,,桃園機場捷運泰山站-出入口1,機捷泰山站-出入口1,202205,新北市泰山區新北大道四段431號,,TM2
Point (294399.56099999975413084 2771716.94500000029802322),F0000009207,9960103,,桃園機場捷運泰山站-出入口2,機捷泰山站-出入口2,202205,新北市泰山區新北大道四段431號,,TM2
Point (294343.50700000021606684 2771741.11800000071525574),F0000003208,9960103,,桃園機場捷運泰山站_A5,機捷泰山站_A5,202205,新北市泰山區新北大道四段431號,(03)286-8789,TM2
Point (298713.5580000001937151 2771922.60099999979138374),F0000008677,9960103,,桃園機場捷運三重站_A2,機捷三重站_A2,202205,新北市三重區捷運路36號,(03)286-8789,TM2
Point (298694.94900000002235174 2771946.20800000056624413),F0000008927,9960103,,桃園機場捷運三重站-出入口1A,機捷三重站-出入口A,202205,新北市三重區大臺北都會公園近站體旁跨堤路橋中端,,TM2
Point (298740.90099999960511923 2771982.6659999992698431),F0000008926,9960103,,桃園機場捷運三重站-出入口1,機捷三重站-出入口1,202205,新北市三重區捷運路36號,,TM2
Point (298750.68699999991804361 2771985.17200000025331974),F0000003210,9960103,,臺北捷運三重站-出入口1,北捷三重站-出入口1,201904,新北市三重區捷運路36號、近疏洪東路一段及桃園機場捷運三重站,,TM2
Point (298885.42599999997764826 2772014.37600000016391277),F0000003211,9960103,,臺北捷運三重站-出入口2,北捷三重站-出入口2,202201,新北市三重區捷運路、近捷運路22巷口,,TM2
Point (298834.803999999538064 2772037.26500000059604645),F0000003247,9960103,,臺北捷運三重站_O15,北捷三重站_O15,201904,新北市三重區捷運路36號B1,02-218-12345,TM2
Point (298927.61600000038743019 2772078.40599999949336052),F0000003212,9960103,,臺北捷運三重站-出入口3,北捷三重站-出入口3,201904,新北市三重區捷運路、近捷運路19巷口,,TM2
Point (295066.11299999989569187 2772385.15300000086426735),F0000008931,9960103,,桃園機場捷運新莊副都心站-出入口2,機捷新莊副都心站-出入口2,202205,新北市新莊區新北大道四段近中信街交叉口西南面,,TM2
Point (294985.43699999991804361 2772416.18200000002980232),F0000003213,9960103,,桃園機場捷運新莊副都心站_A4,機捷新莊副都心站_A4,202205,新北市新莊區新北大道四段188號,(03)286-8789,TM2
Point (299543.20899999979883432 2772432.98299999907612801),F0000003214,9960103,,臺北捷運菜寮站-出入口2,北捷菜寮站-出入口2,202201,新北市三重區重新路三段150號、近光明路,,TM2
Point (295020.66700000036507845 2772438.84400000050663948),F0000008930,9960103,,桃園機場捷運新莊副都心站-出入口1,機捷新莊副都心站-出入口1,202205,新北市新莊區新北大道四段188號,,TM2
Point (299510.24500000011175871 2772477.27099999971687794),F0000003215,9960103,,臺北捷運菜寮站-出入口1,北捷菜寮站-出入口1,202201,新北市三重區重新路三段115巷旁、近三重簡易庭,,TM2
Point (299589.8880000002682209 2772498.28299999982118607),F0000003248,9960103,,臺北捷運菜寮站_O14,北捷菜寮站_O14,201904,新北市三重區重新路三段150號B1,02-218-12345,TM2
Point (299640.34100000001490116 2772565.59600000083446503),F0000003216,9960103,,臺北捷運菜寮站-出入口3,北捷菜寮站-出入口3,202201,新北市三重區重新路三段150號、近新北大道一段,,TM2
Point (296393.49399999994784594 2772603.63199999928474426),F0000017240,9960103,,新北捷運新北產業園區站_Y20,新北捷新北產業園區站_Y20,202405,新北市新莊區五工路35號,02-218-12345,TM2
Point (296357.71700000017881393 2772665.92799999937415123),F0000017252,9960103,,桃園機場捷運新北產業園區站-出入口2,機捷新北產業園區站-出入口2,202205,新北市新莊區3F連通層東南角(往捷運環狀線),,TM2
Point (296356.35900000017136335 2772670.69099999964237213),F0000008928,9960103,,桃園機場捷運新北產業園區站-出入口1,機捷新北產業園區站-出入口1,202205,新北市新莊區五工路37號,,TM2
Point (296300.45100000035017729 2772689.30499999970197678),F0000008679,9960103,,桃園機場捷運新北產業園區站_A3,機捷新北產業園區站_A3,202205,新北市新莊區五工路37號,(03)286-8789,TM2
Point (300472.25100000016391277 2772837.75),F0000003218,9960103,,臺北捷運台北橋站-出入口,北捷台北橋站-出入口,202201,新北市三重區重新路一段108號,,TM2
Point (300465.41000000014901161 2772856.32699999958276749),F0000003249,9960103,,臺北捷運台北橋站_O13,北捷台北橋站_O13,202201,新北市三重區重新路一段108號B1,02-218-12345,TM2
Point (286469.1380000002682209 2773113.85600000061094761),F0000012470,9960103,,桃園機場捷運林口站_A9,機捷林口站_A9,202205,新北市林口區八德路290號,(03)286-8789,TM2
Point (286465.37000000011175871 2773133.66200000047683716),F0000008933,9960103,,桃園機場捷運林口站-出入口1,機捷林口站-出入口1,202205,新北市林口區文化三路與八德路交叉口西北面,,TM2
Point (286459.63100000005215406 2773147.0840000007301569),F0000008934,9960103,,桃園機場捷運林口站-出入口2,機捷林口站-出入口2,202205,新北市林口區文化三路與八德路交叉口西北面,,TM2
Point (300100.20199999958276749 2773677.99799999967217445),F0000003253,9960103,,臺北捷運三重國小站_O50,北捷三重國小站_O50,202201,新北市三重區三和路三段5號B1,02-218-12345,TM2
Point (300117.18099999986588955 2773695.81299999915063381),F0000003219,9960103,,臺北捷運三重國小站-出入口,北捷三重國小站-出入口,202201,新北市三重區三和路三段、仁愛街口，近三重國小,,TM2
Point (299057.96399999968707561 2774353.0859999991953373),F0000003220,9960103,,臺北捷運三和國中站-出入口1,北捷三和國中站-出入口1,201904,新北市三重區三和路四段218巷口，近三和國中正門,,TM2
Point (299075.28199999965727329 2774371.13099999912083149),F0000008490,9960103,,臺北捷運三和國中站_O51,北捷三和國中站_O51,202201,新北市三重區三和路四段107號B1,02-218-12345,TM2
Point (299087.84999999962747097 2774397.25100000016391277),F0000003221,9960103,,臺北捷運三和國中站-出入口2,北捷三和國中站-出入口2,201904,新北市三重區三和路四段107號,,TM2
Point (298404.09700000006705523 2774761.99799999967217445),F0000003222,9960103,,臺北捷運徐匯中學站-出入口1,北捷徐匯中學站-出入口1,201904,新北市蘆洲區中山一路3號，近徐匯中學,,TM2
Point (298439.61000000033527613 2774764.75500000081956387),F0000003252,9960103,,臺北捷運徐匯中學站_O52,北捷徐匯中學站_O52,202001,新北市蘆洲區中山一路3號B1,02-218-12345,TM2
Point (298474.59100000001490116 2774774.47499999962747097),F0000003223,9960103,,臺北捷運徐匯中學站-出入口2,北捷徐匯中學站-出入口2,201904,新北市蘆洲區三和路四段、永安北路口,,TM2
Point (297726.62200000043958426 2775346.75599999912083149),F0000003251,9960103,,臺北捷運三民高中站_O53,北捷三民高中站_O53,201904,新北市蘆洲區三民路105號B1,02-218-12345,TM2
Point (297675.45100000035017729 2775348.76700000092387199),F0000003224,9960103,,臺北捷運三民高中站-出入口1,北捷三民高中站-出入口1,202201,新北市蘆洲區三民路、復興路口，近三民停車場,,TM2
Point (297773.78699999954551458 2775350.61500000022351742),F0000003225,9960103,,臺北捷運三民高中站-出入口2,北捷三民高中站-出入口2,201904,新北市蘆洲區三民路、復興路口，近三民高中,,TM2
Point (296878.87999999988824129 2775973.15000000037252903),F0000003226,9960103,,臺北捷運蘆洲站-出入口1,北捷蘆洲站-出入口1,201904,新北市蘆洲區三民路386號，近中正路口,,TM2
Point (296864.71200000029057264 2775997.47699999995529652),F0000017495,9960103,,臺北捷運蘆洲站_O54,北捷蘆洲站_O54,202201,新北市蘆洲區三民路386號B1,02-218-12345,TM2
Point (296891.90500000026077032 2776013.26899999938905239),F0000003227,9960103,,臺北捷運蘆洲站-出入口2,北捷蘆洲站-出入口2,201904,新北市蘆洲區捷運廣場,,TM2
Point (296826.20199999958276749 2776033.0840000007301569),F0000003228,9960103,,臺北捷運蘆洲站-出入口3,北捷蘆洲站-出入口3,202201,新北市蘆洲區三民路、中正路口，近中正路側,,TM2
Point (296328.38599999994039536 2780969.41200000047683716),F0000003229,9960103,,臺北捷運竹圍站-出入口2,北捷竹圍站-出入口2,202201,新北市淡水區民權一街16號,,TM2
Point (296331.18200000002980232 2781005.67200000025331974),F0000003256,9960103,,臺北捷運竹圍站_R26,北捷竹圍站_R26,202201,新北市淡水區民權路50號,02-218-12345,TM2
Point (296352.96999999973922968 2781029.53600000031292439),F0000003230,9960103,,臺北捷運竹圍站-出入口1,北捷竹圍站-出入口1,202201,新北市淡水區民權路與民族路交叉口、近馬偕醫院,,TM2
Point (296246.08399999979883432 2782838.60700000077486038),F0000011885,9960103,,臺北捷運紅樹林站-出入口2,北捷紅樹林站-出入口2,201904,新北市淡水區自行車步道紅樹林段、近紅樹林教育館,,TM2
Point (296255.76900000032037497 2782956.21399999968707561),F0000003255,9960103,,臺北捷運紅樹林站_R27,北捷紅樹林站_R27,201904,新北市淡水區中正東路二段68號,02-218-12345,TM2
Point (296274.39699999988079071 2782966.35999999940395355),F0000003232,9960103,,臺北捷運紅樹林站-出入口1,北捷紅樹林站-出入口1,202201,新北市淡水區中正東路二段68號、近淡海輕軌紅樹林站,,TM2
Point (294932.11000000033527613 2784400.27300000004470348),F0000017541,9960103,,臺北捷運淡水站-出入口3,北捷淡水站-出入口3,202201,新北市淡水區近金色水岸,,TM2
Point (294938.03500000014901161 2784430.25699999928474426),F0000003233,9960103,,臺北捷運淡水站-出入口2,北捷淡水站-出入口2,201904,新北市淡水區中正東路、近學府路,,TM2
Point (294900.10699999984353781 2784446.49300000071525574),F0000003254,9960103,,臺北捷運淡水站_R28,北捷淡水站_R28,201904,新北市淡水區中正路1號,02-218-12345,TM2
Point (294893.91299999970942736 2784493.18899999931454659),F0000003234,9960103,,臺北捷運淡水站-出入口1,北捷淡水站-出入口1,201904,新北市淡水區中正東路、近英專路,,TM2
Point (272166.02060000039637089 2761179.23409999907016754),H0000010881,9960103,,桃園機場捷運老街溪站-出入口1,機捷老街溪站-出入口1,202308,桃園市中壢區中央西路與中豐北路交叉路口,,TM2
Point (272167.22879999969154596 2761186.08049999922513962),H0000010883,9960103,,桃園機場捷運老街溪站_A22,機捷老街溪站_A22,202308,桃園市中壢區中豐路289號,(03)286-8789,TM2
Point (272146.28679999988526106 2761313.74640000052750111),H0000010879,9960103,,桃園機場捷運老街溪站-出入口2,機捷老街溪站-出入口2,202308,桃園市中壢區中豐北路上,,TM2
Point (272328.42999999970197678 2762155.65899999998509884),H0000005101,9960103,,桃園機場捷運環北站-出入口1,機捷環北站1-出入口1,202205,桃園市中壢區中豐北路一段與環北路交叉口之西北面,,TM2
Point (272326.723000000230968 2762168.47800000011920929),H0000007684,9960103,,桃園機場捷運環北站_A21,機捷環北站_A21,202205,桃園市中壢區中豐北路一段26號,(03)286-8789,TM2
Point (271843.9599999999627471 2763592.66899999976158142),H0000009564,9960103,,桃園機場捷運興南站_A20,機捷興南站_A20,202205,桃園市中壢區中豐北路一段685號,(03)286-8789,TM2
Point (271801.1830000001937151 2763604.02199999988079071),H0000005100,9960103,,桃園機場捷運興南站-出入口1,機捷興南站-出入口1,202205,桃園市中壢區中豐北路一段南面,,TM2
Point (270540.93800000008195639 2766012.2630000002682209),H0000007433,9960103,,桃園機場捷運桃園體育園區站_A19,機捷桃園體育園區站_A19,202205,桃園市中壢區高鐵南路二段350號,(03)286-8789,TM2
Point (270523.76099999994039536 2766027.75799999944865704),H0000005099,9960103,,桃園機場捷運桃園體育園區站-出入口1,機捷桃園體育園區站-出入口1,202205,桃園市中壢區高鐵南路二段西面,,TM2
Point (271611.71100000012665987 2767270.75300000049173832),H0000005097,9960103,,桃園機場捷運高鐵桃園站-出入口1,機捷高鐵桃園站-出入口1,202205,桃園市中壢區高鐵北路一段東面(高鐵桃園站),,TM2
Point (271606.01999999955296516 2767300.57499999925494194),H0000005014,9960103,,桃園機場捷運高鐵桃園站_A18,機捷高鐵桃園站_A18,202205,桃園市中壢區高鐵北路一段5號,(03)286-8789,TM2
Point (271576.66700000036507845 2767313.49699999950826168),H0000005098,9960103,,桃園機場捷運高鐵桃園站-出入口2,機捷高鐵桃園站-出入口2,202207,桃園市中壢區高鐵北路一段西面(華泰名品城),,TM2
Point (272338.13499999977648258 2768427.63199999928474426),H0000005096,9960103,,桃園機場捷運領航站-出入口1,機捷領航站-出入口1,202205,桃園市大園區領航北路四段北面,,TM2
Point (272328.1380000002682209 2768449.39299999922513962),H0000005015,9960103,,桃園機場捷運領航站_A17,機捷領航站_A17,202205,桃園市大園區領航北路四段351號,(03)286-8789,TM2
Point (271784.20000000018626451 2769837.02899999916553497),H0000009628,9960103,,桃園機場捷運橫山站_A16,機捷橫山站_A16,202205,桃園市大園區大竹南路1180號,(03)286-8789,TM2
Point (271742.848000000230968 2769886.02999999932944775),H0000007685,9960103,,桃園機場捷運橫山站-出入口1,機捷橫山站-出入口1,202205,桃園市大園區大竹南路北面,,TM2
Point (288862.40000000037252903 2770399.19999999925494194),H0000010596,9960103,,桃園機場捷運體育大學站_A7,機捷體育大學站_A7,202205,桃園市龜山區文化一路688號,(03)286-8789,TM2
Point (288915.90600000042468309 2770407.70099999941885471),H0000005105,9960103,,桃園機場捷運體育大學站-出入口2,機捷體育大學站-出入口2,202205,桃園市龜山區文化二路與青山路交叉口北面,,TM2
Point (288863.78299999982118607 2770420.84799999929964542),H0000005087,9960103,,桃園機場捷運體育大學站-出入口1,機捷體育大學站-出入口1,202205,桃園市龜山區文化一路與青山路交叉口南面,,TM2
Point (271230.38200000021606684 2772003.13299999944865704),H0000007686,9960103,,桃園機場捷運大園站_A15,機捷大園站_A15,202205,桃園市大園區橫湳一路50號,(03)286-8789,TM2
Point (271217.41600000020116568 2772031.80000000074505806),H0000005094,9960103,,桃園機場捷運大園站-出入口1,機捷大園站-出入口1,202205,桃園市大園區橫湳一路東面,,TM2
Point (287366.21899999957531691 2772528.37800000049173832),H0000005106,9960103,,桃園機場捷運長庚醫院站-出入口1,機捷長庚醫院站-出入口1,202205,桃園市龜山區文化一路與復興一路交叉口東南面,,TM2
Point (287380.1780000003054738 2772563.47699999995529652),H0000005019,9960103,,桃園機場捷運長庚醫院站_A8,機捷長庚醫院站_A8,202205,桃園市龜山區文化一路6號,(03)286-8789,TM2
Point (272287.50800000037997961 2773460.40599999949336052),H0000007687,9960103,,桃園機場捷運機場旅館站_A14a,機捷機場旅館站_A14a,202205,桃園市大園區航站南路1之2號,(03)286-8789,TM2
Point (272290.67999999970197678 2773467.50400000065565109),H0000005093,9960103,,桃園機場捷運機場旅館站-出入口1,機捷機場旅館站-出入口1,202205,桃園市大園區諾富特飯店西面,,TM2
Point (273439.81099999975413084 2774351.08200000040233135),H0000009692,9960103,,桃園機場捷運機場第二航廈站-出入口1,機捷機場第二航廈站-出入口1,202205,桃園市大園區機場第二航廈B一美食街東南面,,TM2
Point (273399.49500000011175871 2774391.8880000002682209),H0000009698,9960103,,桃園機場捷運機場第二航廈站_A13,機捷機場第二航廈站_A13,202205,桃園市大園區航站南路9之1號地下2層,(03)286-8789,TM2
Point (274036.92100000008940697 2774733.11099999956786633),H0000005022,9960103,,桃園機場捷運機場第一航廈站_A12,機捷機場第一航廈站_A12,202205,桃園市大園區航站南路17之1號地下1層,(03)286-8789,TM2
Point (278778.85599999967962503 2774750.64599999971687794),H0000005088,9960103,,桃園機場捷運山鼻站-出入口1,機捷山鼻站-出入口1,202205,桃園市蘆竹區南山路山鼻橋南面,,TM2
Point (278742.96899999957531691 2774751.84999999962747097),H0000010468,9960103,,桃園機場捷運山鼻站_A10,機捷山鼻站_A10,202205,桃園市蘆竹區南山路三段155號,(03)286-8789,TM2
Point (274110.14099999982863665 2774837.07699999958276749),H0000005091,9960103,,桃園機場捷運機場第一航廈站-出入口2,機捷機場第一航廈站-出入口2,202205,桃園市大園區機場第一航廈B一美食街,,TM2
Point (274127.33899999968707561 2774851.89399999938905239),H0000005090,9960103,,桃園機場捷運機場第一航廈站-出入口1,機捷機場第一航廈站-出入口1,202205,機場第一航廈1號停車場,,TM2
Point (276882.19500000029802322 2775368.32300000078976154),H0000005023,9960103,,桃園機場捷運坑口站_A11,機捷坑口站_A11,202205,桃園市蘆竹區坑?路460號,(03)286-8789,TM2
Point (276828.84999999962747097 2775390.30900000035762787),H0000005089,9960103,,桃園機場捷運坑口站-出入口1,機捷坑口站-出入口1,202205,桃園市蘆竹區坑?路西南面,,TM2
Point (309384.70969999954104424 2762480.36590000055730343),A0000000458,9960103,,貓空纜車貓空站,貓纜貓空站,202205,臺北市文山區指南里7鄰指南路三段38巷35號,(02)8661-8110,TM2
Point (309531.26970000006258488 2763573.70480000041425228),A0000007094,9960103,,貓空纜車指南宮站,貓纜指南宮站,202205,臺北市文山區指南路三段157巷200號,(02)8661-8110,TM2
Point (309293.18939999956637621 2764822.35439999960362911),A0000007092,9960103,,貓空纜車動物園南站,貓纜動物園南站,202205,臺北市文山區萬興里新光路二段30之2號,(02)8661-8110,TM2
Point (304588.71600000001490116 2765012.02500000037252903),A0000000557,9960103,,臺北捷運景美站-出入口1,北捷景美站-出入口1,201504,臺北市文山區羅斯福路六段401巷口、景美郵局旁,,TM2
Point (304592.23599999956786633 2765110.30299999937415123),A0000000737,9960103,,臺北捷運景美站_G05,北捷景美站_G05,202202,臺北市文山區羅斯福路六段216號,02-218-12345,TM2
Point (304571.14699999988079071 2765118.05599999986588955),A0000000459,9960103,,臺北捷運景美站-出入口3,北捷景美站-出入口3,201504,臺北市文山區羅斯福路六段218號與景福街交叉口、臺灣銀行旁,,TM2
Point (304670.97800000011920929 2765119.50300000049173832),A0000000558,9960103,,臺北捷運景美站-出入口2,北捷景美站-出入口2,202202,臺北市文山區景中街1號與景美街交叉口、文山二分局斜對面,,TM2
Point (308172.3139000004157424 2765454.08669999986886978),A0000000460,9960103,,貓空纜車動物園站,貓纜動物園站,202205,臺北市文山區萬興里新光路二段8號,(02)8661-8110,TM2
Point (308486.62799999956041574 2765678.64399999938905239),A0000000599,9960103,,臺北捷運動物園站-出入口2,北捷動物園站-出入口2,201504,臺北市文山區新光路二段(臨貓空纜車),,TM2
Point (307878.21899999957531691 2765697.17400000058114529),A0000000462,9960103,,臺北捷運木柵站-出入口,北捷木柵站-出入口,202202,臺北市文山區木柵路四段135號,,TM2
Point (307871.65500000026077032 2765702.90799999982118607),A0000000697,9960103,,臺北捷運木柵站_BR02,北捷木柵站_BR02,201808,臺北市文山區木柵路四段135號,02-218-12345,TM2
Point (308536.23500000033527613 2765709.29800000041723251),A0000000461,9960103,,臺北捷運動物園站-出入口1,北捷動物園站-出入口1,202202,臺北市文山區新光路二段(臨動物園),,TM2
Point (308497.24299999978393316 2765719.75599999912083149),A0000000732,9960103,,臺北捷運動物園站_BR01,北捷動物園站_BR01,202202,臺北市文山區新光路二段32號,02-218-12345,TM2
Point (307369.25100000016391277 2765744.0859999991953373),A0000000742,9960103,,臺北捷運萬芳社區站_BR03,北捷萬芳社區站_BR03,202202,臺北市文山區萬芳路60號,02-218-12345,TM2
Point (307366.43099999986588955 2765748.6640000008046627),A0000000463,9960103,,臺北捷運萬芳社區站-出入口,北捷萬芳社區站-出入口,202202,臺北市文山區萬芳路與萬和街交叉口,,TM2
Point (306304.8880000002682209 2765818.71700000017881393),A0000000464,9960103,,臺北捷運萬芳醫院站-出入口,北捷萬芳醫院站-出入口,201504,臺北市文山區興隆路三段113號,,TM2
Point (306323.2630000002682209 2765843.15399999916553497),A0000000743,9960103,,臺北捷運萬芳醫院站_BR04,北捷萬芳醫院站_BR04,202202,臺北市文山區興隆路三段113號,02-218-12345,TM2
Point (304450.33899999968707561 2766044.17300000041723251),A0000000555,9960103,,臺北捷運萬隆站-出入口2,北捷萬隆站-出入口2,202202,臺北市文山區羅斯福路五段245號,,TM2
Point (304397.16399999987334013 2766047.85899999924004078),A0000000556,9960103,,臺北捷運萬隆站-出入口1,北捷萬隆站-出入口1,202202,臺北市文山區羅斯福路五段238號,,TM2
Point (304408.45899999979883432 2766094.71800000034272671),A0000000744,9960103,,臺北捷運萬隆站_G06,北捷萬隆站_G06,202202,臺北市文山區羅斯福路五段214號,02-218-12345,TM2
Point (304416.99700000043958426 2766133.99300000071525574),A0000000554,9960103,,臺北捷運萬隆站-出入口3,北捷萬隆站-出入口3,201504,臺北市文山區羅斯福路五段215號,,TM2
Point (304359.83800000045448542 2766164.38700000010430813),A0000000465,9960103,,臺北捷運萬隆站-出入口4,北捷萬隆站-出入口4,201504,臺北市文山區羅斯福路五段214號,,TM2
Point (306208.63200000021606684 2766451.37199999950826168),A0000000711,9960103,,臺北捷運辛亥站_BR05,北捷辛亥站_BR05,201808,臺北市文山區辛亥路四段128號,02-218-12345,TM2
Point (306207.75800000037997961 2766457.45500000007450581),A0000000466,9960103,,臺北捷運辛亥站-出入口,北捷辛亥站-出入口,201504,臺北市文山區辛亥路四段128號,,TM2
Point (303932.58899999968707561 2767480.93899999931454659),A0000000522,9960103,,臺北捷運公館站-出入口1,北捷公館站-出入口1,201504,臺北市中正區羅斯福路四段74號,,TM2
Point (303977.06900000013411045 2767511.55499999970197678),A0000000551,9960103,,臺北捷運公館站-出入口2,北捷公館站-出入口2,201504,臺北市中正區羅斯福路四段舟山路口,,TM2
Point (303922.79399999976158142 2767524.49899999983608723),A0000000694,9960103,,臺北捷運公館站_G07,北捷公館站_G07,201808,臺北市中正區羅斯福路四段64之1號B1,02-218-12345,TM2
Point (303864.71399999968707561 2767559.50100000016391277),A0000000553,9960103,,臺北捷運公館站-出入口4,北捷公館站-出入口4,202202,臺北市中正區羅斯福路四段44號,,TM2
Point (303905.15000000037252903 2767587.51700000092387199),A0000000552,9960103,,臺北捷運公館站-出入口3,北捷公館站-出入口3,202202,臺北市中正區羅斯福路四段台灣大學,,TM2
Point (306403.32000000029802322 2767939.71800000034272671),A0000000753,9960103,,臺北捷運麟光站_BR06,北捷麟光站_BR06,202202,臺北市大安區和平東路三段410號,02-218-12345,TM2
Point (306396.41199999954551458 2767940.22000000067055225),A0000000467,9960103,,臺北捷運麟光站-出入口,北捷麟光站-出入口,202202,臺北市大安區和平東路三段410號,,TM2
Point (303362.69400000013411045 2768062.36099999956786633),A0000000550,9960103,,臺北捷運台電大樓站-出入口1,北捷台電大樓站-出入口1,201504,臺北市中正區辛亥路一段、羅斯福路三段142巷口,,TM2
Point (303391.3880000002682209 2768125.57799999974668026),A0000000549,9960103,,臺北捷運台電大樓站-出入口2,北捷台電大樓站-出入口2,202202,臺北市中正區羅斯福路三段與辛亥路一段交叉口、古亭國小旁,,TM2
Point (303317.33800000045448542 2768162.4869999997317791),A0000000703,9960103,,臺北捷運台電大樓站_G08,北捷台電大樓站_G08,202202,臺北市中正區羅斯福路三段126之5號B1,02-218-12345,TM2
Point (303269.66199999954551458 2768171.30900000035762787),A0000000523,9960103,,臺北捷運台電大樓站-出入口5,北捷台電大樓站-出入口5,201504,臺北市中正區羅斯福路三段126號,,TM2
Point (303228.86299999989569187 2768214.79900000058114529),A0000000547,9960103,,臺北捷運台電大樓站-出入口4,北捷台電大樓站-出入口4,201504,臺北市中正區羅斯福路三段100號、師大路130巷口,,TM2
Point (303277.05999999959021807 2768233.85300000011920929),A0000000548,9960103,,臺北捷運台電大樓站-出入口3,北捷台電大樓站-出入口3,201504,臺北市中正區羅斯福路三段177號,,TM2
Point (305827.02199999988079071 2768519.24499999918043613),A0000000695,9960103,,臺北捷運六張犁站_BR07,北捷六張犁站_BR07,202001,臺北市大安區和平東路三段168號,02-218-12345,TM2
Point (305786.77900000009685755 2768532.67699999921023846),A0000006370,9960103,,臺北捷運六張犁站-出入口,北捷六張犁站-出入口,201511,臺北市大安區和平東路三段與基隆路二段交叉口,,TM2
Point (302810.86000000033527613 2768717.66499999910593033),A0000000542,9960103,,臺北捷運古亭站-出入口2,北捷古亭站-出入口2,201504,臺北市中正區羅斯福路二段168號,,TM2
Point (302827.05200000014156103 2768755.09300000034272671),A0000000540,9960103,,臺北捷運古亭站-出入口3,北捷古亭站-出入口3,201504,臺北市中正區羅斯福路二段79號,,TM2
Point (304842.41700000036507845 2768769.68200000002980232),A0000000731,9960103,,臺北捷運科技大樓站_BR08,北捷科技大樓站_BR08,202202,臺北市大安區復興南路二段235號,02-218-12345,TM2
Point (302774.72200000006705523 2768770.46299999952316284),A0000000541,9960103,,臺北捷運古亭站-出入口1,北捷古亭站-出入口1,201504,臺北市中正區羅斯福路二段136號,,TM2
Point (304852.75700000021606684 2768779.64599999971687794),A0000006383,9960103,,臺北捷運科技大樓站-出入口,北捷科技大樓站-出入口,201511,臺北市大安區復興南路二段與和平東路二段交叉口,,TM2
Point (302783.16999999992549419 2768819.27300000004470348),A0000000539,9960103,,臺北捷運古亭站-出入口4,北捷古亭站-出入口4,202202,臺北市中正區羅斯福路二段69號,,TM2
Point (302747.79229999985545874 2768843.25989999994635582),A0000013565,9960103,,臺北捷運古亭站_G09_O05,北捷古亭站_G09_O05,202202,臺北市中正區羅斯福路二段164之1號B1,02-218-12345,TM2
Point (302718.1780000003054738 2768852.11700000055134296),A0000000468,9960103,,臺北捷運古亭站-出入口9,北捷古亭站-出入口9,202202,臺北市中正區羅斯福路二段100號,,TM2
Point (302662.98599999956786633 2768880.40399999916553497),A0000008535,9960103,,臺北捷運古亭站-出入口8,北捷古亭站-出入口8,201705,臺北市中正區和平西路一段13號,,TM2
Point (302753.38700000010430813 2768894.20800000056624413),A0000000545,9960103,,臺北捷運古亭站-出入口5,北捷古亭站-出入口5,202202,臺北市中正區和平東路一段17號,,TM2
