發生年度,發生月,發生日,發生時-Hours,發生分,處理別-編號,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序號,車種,天候,道路照明設備,道路類別,速限-速度限制,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,座標-X,座標-Y
113,3,2,10,37,2,02萬華區,萬華區寶興街191號,0,0,1,2,F01,6,5,8,50,22,22,1,4,4,5,13,4,4,10,5,5,2,14,2,75,2,7,3,4,7,11,8,20,1,11,,42,,1,21,121.4957235,25.02282129
113,3,2,10,45,2,10文山區,文山區興隆路3段54號旁,0,0,1,1,B01,6,6,5,30,14,9,1,4,4,5,13,2,1,10,5,5,2,2,1,60,3,10,7,1,7,9,1,4,1,2,,108,,1,21,121.5558871,25.000043
113,3,2,10,45,2,10文山區,文山區興隆路3段54號旁,0,0,1,2,H01,6,6,5,30,14,9,1,4,4,5,13,2,1,10,5,5,2,2,2,82,2,8,4,5,8,16,8,20,10,16,,67,,1,21,121.5558871,25.000043
113,3,2,11,58,2,08士林區,士林區中正路與中正路399巷口,0,0,1,1,C03,6,5,5,50,3,1,1,4,4,5,13,4,4,1,4,1,2,13,1,18,2,7,3,4,7,4,1,10,1,12,,108,,1,22,121.5212101,25.0941025
113,3,2,11,58,2,08士林區,士林區中正路與中正路399巷口,0,0,1,2,B03,6,5,5,50,3,1,1,4,4,5,13,4,4,1,4,1,2,13,1,43,3,10,3,4,7,1,1,8,1,3,,19,,1,22,121.5212101,25.0941025
113,3,2,12,25,2,09北投區,北投區復興二路與開明街口口,0,0,1,1,C03,7,6,5,30,4,1,1,4,4,5,13,4,4,10,5,5,2,15,1,66,2,8,6,1,7,9,1,10,1,12,14,72,,1,21,121.5021566,25.1414032
113,3,2,12,25,2,09北投區,北投區復興二路與開明街口口,0,0,1,2,B03,7,6,5,30,4,1,1,4,4,5,13,4,4,10,5,5,2,15,2,28,3,10,7,1,7,9,1,8,1,1,,108,,1,21,121.5021566,25.1414032
113,3,2,12,25,2,09北投區,北投區復興二路與開明街口口,0,0,1,3,B12,7,6,5,30,4,1,1,4,4,5,13,4,4,10,5,5,2,15,1,48,3,10,7,1,7,13,1,8,9,17,,38,,1,21,121.5021566,25.1414032
113,3,2,13,4,2,10文山區,文山區木新路3段74巷與興隆路4段165巷口,0,0,2,1,B03,6,6,5,30,4,1,1,4,4,5,13,4,4,10,5,5,2,15,1,58,3,10,7,1,7,9,1,8,2,4,,72,,1,21,121.5628776,24.98415367
113,3,2,13,4,2,10文山區,文山區木新路3段74巷與興隆路4段165巷口,0,0,2,2,C03,6,6,5,30,4,1,1,4,4,5,13,4,4,10,5,5,2,15,1,27,2,3,5,1,7,9,1,10,2,11,,13,,1,21,121.5628776,24.98415367
113,3,2,13,4,2,10文山區,文山區木新路3段74巷與興隆路4段165巷口,0,0,2,3,H02,6,6,5,30,4,1,1,4,4,5,13,4,4,10,5,5,2,15,2,29,2,9,6,5,7,20,8,20,10,17,,67,,1,21,121.5628776,24.98415367
113,3,2,13,24,2,09北投區,北投區中央南路1段53號,0,0,2,1,C03,8,5,5,50,14,9,1,5,4,5,13,4,4,5,5,5,2,16,2,30,2,9,5,1,7,11,1,10,1,14,,10,,1,21,121.50162,25.133084
113,3,2,13,24,2,09北投區,北投區中央南路1段53號,0,0,2,2,C03,8,5,5,50,14,9,1,5,4,5,13,4,4,5,5,5,2,16,1,24,2,9,5,1,7,9,1,10,1,11,,44,,1,21,121.50162,25.133084
113,3,2,14,0,2,12內湖區,內湖區成功路2段與民權東路6段口西北角(防災科學教育館),0,0,1,1,A02,6,5,5,50,3,1,1,4,4,5,13,4,4,9,4,4,2,13,1,41,3,10,7,1,7,9,1,2,2,1,,108,,1,21,121.5903544,25.06908754
113,3,2,14,0,2,12內湖區,內湖區成功路2段與民權東路6段口西北角(防災科學教育館),0,0,1,2,B03,6,5,5,50,3,1,1,4,4,5,13,4,4,9,4,4,2,13,1,26,2,6,7,1,7,14,1,8,2,3,,44,,1,21,121.5903544,25.06908754
113,3,2,14,8,2,10文山區,文山區指南路2段50號前,0,0,1,1,C03,6,6,5,50,14,9,1,4,4,5,13,4,4,9,5,5,2,16,2,25,2,9,5,1,7,5,1,10,1,14,,80,,1,21,121.5752061,24.98776298
113,3,2,14,8,2,10文山區,文山區指南路2段50號前,0,0,1,2,C03,6,6,5,50,14,9,1,4,4,5,13,4,4,9,5,5,2,16,1,54,3,10,5,1,7,9,1,10,1,11,,16,,1,21,121.5752061,24.98776298
113,3,2,14,9,2,06松山區,松山區八德路4段與塔悠路口,0,0,1,1,A01,6,7,5,50,5,1,1,5,4,5,13,1,1,1,4,5,2,9,1,49,3,10,7,1,7,9,1,2,9,17,,118,,1,21,121.5720503,25.0501181
113,3,2,14,9,2,06松山區,松山區八德路4段與塔悠路口,0,0,1,2,H02,6,7,5,50,5,1,1,5,4,5,13,1,1,1,4,5,2,9,2,52,2,8,7,5,7,17,8,20,10,16,,118,,1,21,121.5720503,25.0501181
113,3,2,14,39,2,11南港區,南港區市民大道7段與昆陽街口,0,0,1,1,B03,6,6,5,30,4,1,1,4,4,5,13,2,1,1,3,5,2,1,1,47,3,10,3,4,7,5,1,8,2,5,,70,,2,21,121.5936256,25.051223
113,3,2,14,39,2,11南港區,南港區市民大道7段與昆陽街口,0,0,1,2,H01,6,6,5,30,4,1,1,4,4,5,13,2,1,1,3,5,2,1,2,44,2,9,4,5,8,18,8,20,10,16,,60,,1,21,121.5936256,25.051223
113,3,2,14,50,2,03中山區,中山區民生西路20號,0,0,1,1,C03,8,7,5,50,14,9,1,5,4,5,13,4,4,5,2,5,2,9,1,24,2,9,5,1,7,9,1,10,1,17,,44,,1,21,121.5219548,25.05782445
113,3,2,14,50,2,03中山區,中山區民生西路20號,0,0,1,2,H01,8,7,5,50,14,9,1,5,4,5,13,4,4,5,2,5,2,9,1,70,3,10,4,5,8,16,8,20,1,16,,54,,1,21,121.5219548,25.05782445
113,3,2,15,3,2,03中山區,中山區長安東路2段80號,0,0,1,1,C03,6,6,5,50,14,9,1,4,4,5,13,4,4,5,4,5,2,17,1,27,2,9,6,1,7,9,1,10,1,14,,42,,1,21,121.5339863,25.04846731
113,3,2,15,3,2,03中山區,中山區長安東路2段80號,0,0,1,2,B01,6,6,5,50,14,9,1,4,4,5,13,4,4,5,4,5,2,17,1,56,3,10,7,1,7,9,1,4,9,17,,44,,1,21,121.5339863,25.04846731
113,3,2,16,5,2,10文山區,文山區懷恩隧道(往景美),0,0,2,1,C03,6,5,5,50,14,9,1,4,4,5,13,4,4,10,2,5,1,13,1,59,2,9,6,1,7,9,1,10,2,11,,108,,1,21,121.5518018,24.9939812
113,3,2,16,5,2,10文山區,文山區懷恩隧道(往景美),0,0,2,2,F01,6,5,5,50,14,9,1,4,4,5,13,4,4,10,2,5,1,13,2,75,2,7,4,1,7,9,8,20,2,13,,44,,1,21,121.5518018,24.9939812
113,3,2,16,12,2,04大安區,大安區仁愛路4段與敦化南路口側附近1段口,0,0,1,1,F01,6,6,5,50,5,1,1,4,4,5,13,1,1,10,3,5,2,17,2,71,2,9,4,1,7,1,8,20,1,12,,19,,1,21,121.547758,25.0380404
113,3,2,16,12,2,04大安區,大安區仁愛路4段與敦化南路口側附近1段口,0,0,1,2,B03,6,6,5,50,5,1,1,4,4,5,13,1,1,10,3,5,2,17,1,69,3,10,7,1,7,1,1,8,1,1,,108,,1,21,121.547758,25.0380404
113,3,2,16,19,2,07信義區,信義區信義路5段與基隆路1段口,0,0,1,1,B03,6,5,5,50,4,2,1,4,4,5,13,2,1,1,4,5,2,17,2,28,3,10,7,1,7,6,1,8,1,8,,44,,1,22,121.559783,25.0332498
113,3,2,16,19,2,07信義區,信義區信義路5段與基隆路1段口,0,0,1,2,C03,6,5,5,50,4,2,1,4,4,5,13,2,1,1,4,5,2,17,1,30,2,7,6,1,7,9,1,10,1,12,,44,,1,22,121.559783,25.0332498
113,3,2,16,22,2,11南港區,南港區市民大道7段與忠孝東路6段269巷口,0,0,1,1,B03,6,6,5,30,3,1,1,4,4,5,12,2,1,3,5,5,2,9,1,58,3,10,3,4,7,5,1,8,2,5,,70,,1,21,121.5898186,25.0496146
113,3,2,16,22,2,11南港區,南港區市民大道7段與忠孝東路6段269巷口,0,0,1,2,H01,6,6,5,30,3,1,1,4,4,5,12,2,1,3,5,5,2,9,2,77,2,9,4,5,8,16,8,20,10,16,,67,,1,21,121.5898186,25.0496146
113,3,2,16,23,2,07信義區,信義區松仁路與松勤街口,0,0,2,1,B03,7,7,5,50,4,1,1,5,4,5,13,2,1,9,4,5,2,15,1,41,3,10,7,1,7,9,1,15,2,4,,81,,1,21,121.5683644,25.0319207
113,3,2,16,23,2,07信義區,信義區松仁路與松勤街口,0,0,2,2,C03,7,7,5,50,4,1,1,5,4,5,13,2,1,9,4,5,2,15,1,64,2,9,5,1,7,9,1,10,2,11,,14,,1,21,121.5683644,25.0319207
113,3,2,16,23,2,07信義區,信義區松仁路與松勤街口,0,0,2,3,H02,7,7,5,50,4,1,1,5,4,5,13,2,1,9,4,5,2,15,2,56,2,9,5,5,7,21,8,20,10,16,,67,,1,21,121.5683644,25.0319207
113,3,2,16,34,2,04大安區,大安區和平東路1段與金山南路2段口,0,0,1,1,B01,6,6,5,50,22,18,1,4,4,5,13,1,1,10,5,5,2,3,1,64,3,10,7,1,7,6,1,4,1,1,,70,,1,21,121.5258028,25.0268632
113,3,2,16,34,2,04大安區,大安區和平東路1段與金山南路2段口,0,0,1,2,H01,6,6,5,50,22,18,1,4,4,5,13,1,1,10,5,5,2,3,2,27,2,9,4,5,8,16,8,20,1,16,,67,,1,21,121.5258028,25.0268632
113,3,2,16,59,2,08士林區,士林區文林路與美崙街口,0,0,1,1,B12,6,6,5,50,4,1,1,4,4,5,13,2,1,5,2,5,1,17,1,59,3,10,7,1,7,5,1,8,2,17,,80,,1,21,121.5239808,25.09735007
113,3,2,16,59,2,08士林區,士林區文林路與美崙街口,0,0,1,2,C03,6,6,5,50,4,1,1,4,4,5,13,2,1,5,2,5,1,17,2,19,2,8,5,1,7,9,1,10,2,14,,14,,1,21,121.5239808,25.09735007
113,3,2,17,38,2,10文山區,文山區木新路3段與木新路3段95巷口,0,0,3,1,C03,6,5,5,30,3,1,1,4,4,5,13,4,4,10,5,5,2,17,1,46,2,8,5,4,7,5,1,9,1,14,,72,,1,21,121.5628987,24.98216827
113,3,2,17,38,2,10文山區,文山區木新路3段與木新路3段95巷口,0,0,3,2,C03,6,5,5,30,3,1,1,4,4,5,13,4,4,10,5,5,2,17,1,44,2,9,5,4,7,9,1,10,1,11,,14,,1,21,121.5628987,24.98216827
113,3,2,17,38,2,10文山區,文山區木新路3段與木新路3段95巷口,0,0,3,3,C03,6,5,5,30,3,1,1,4,4,5,13,4,4,10,5,5,2,17,1,27,2,8,5,4,7,9,6,10,1,11,,13,,1,21,121.5628987,24.98216827
113,3,2,18,0,2,05中正區,中正區汀州路2段與重慶南路3段口,0,0,1,1,C03,6,5,5,50,4,1,1,4,4,5,13,1,1,5,5,5,2,13,1,48,3,10,6,1,7,9,1,10,2,11,,42,,1,22,121.5164584,25.0257118
113,3,2,18,0,2,05中正區,中正區汀州路2段與重慶南路3段口,0,0,1,2,F01,6,5,5,50,4,1,1,4,4,5,13,1,1,5,5,5,2,13,2,71,2,1,4,1,7,9,8,20,2,13,,29,,1,22,121.5164584,25.0257118
113,3,2,18,4,2,03中山區,中山區復興北路與長春路口,0,0,1,1,C03,6,5,5,50,4,2,1,4,4,5,13,2,1,1,4,5,2,17,1,35,2,9,6,1,7,9,1,10,2,12,,42,,1,21,121.5440241,25.05457655
113,3,2,18,4,2,03中山區,中山區復興北路與長春路口,0,0,1,2,B02,6,5,5,50,4,2,1,4,4,5,13,2,1,1,4,5,2,17,1,58,3,10,7,1,7,8,1,2,2,17,,100,,1,21,121.5440241,25.05457655
113,3,2,18,4,2,03中山區,中山區復興北路與長春路口,0,0,1,3,C03,6,5,5,50,4,2,1,4,4,5,13,2,1,1,4,5,2,17,1,30,3,10,6,1,7,9,1,9,2,17,,44,,1,25,121.5440241,25.05457655
113,3,2,18,4,2,08士林區,士林區文林路與大北路口,0,0,1,1,B01,6,5,5,50,3,2,1,4,4,5,13,4,4,9,5,5,1,13,1,69,3,10,7,1,7,9,1,4,2,1,,16,,1,21,121.5269584,25.0896642
113,3,2,18,4,2,08士林區,士林區文林路與大北路口,0,0,1,2,C03,6,5,5,50,3,2,1,4,4,5,13,4,4,9,5,5,1,13,2,22,2,5,5,1,7,14,1,10,2,13,,44,,1,21,121.5269584,25.0896642
113,3,2,18,27,2,03中山區,中山區民權東路2段與中原街口,0,0,1,1,B03,6,5,5,50,4,18,1,4,4,5,13,2,1,3,4,5,2,3,1,47,3,10,7,1,7,5,1,8,1,8,,70,,1,21,121.5290567,25.062564
113,3,2,18,27,2,03中山區,中山區民權東路2段與中原街口,0,0,1,2,H01,6,5,5,50,4,18,1,4,4,5,13,2,1,3,4,5,2,3,2,65,2,9,4,5,8,16,8,20,10,16,,67,,1,21,121.5290567,25.062564
113,3,2,18,42,2,05中正區,中正區羅斯福路3段與辛亥路1段口,0,0,2,1,C03,6,5,5,50,4,2,1,4,4,5,13,2,1,1,4,5,2,3,1,57,2,7,5,1,7,6,1,10,2,11,,70,,1,22,121.5289033,25.0197617
113,3,2,18,42,2,05中正區,中正區羅斯福路3段與辛亥路1段口,0,0,2,2,H01,6,5,5,50,4,2,1,4,4,5,13,2,1,1,4,5,2,3,2,31,2,9,4,5,8,16,8,20,10,16,,123,,1,22,121.5289033,25.0197617
113,3,2,18,51,2,07信義區,信義區大道路117號,0,0,1,1,B03,6,5,5,50,14,9,1,4,4,5,13,4,4,5,5,5,2,3,1,38,3,10,7,1,7,9,1,8,2,4,,108,,1,21,121.5830525,25.0395345
113,3,2,18,51,2,07信義區,信義區大道路117號,0,0,1,2,H01,6,5,5,50,14,9,1,4,4,5,13,4,4,5,5,5,2,3,2,63,2,8,4,5,8,16,8,20,1,16,,121,,1,21,121.5830525,25.0395345
113,3,2,18,58,2,01大同區,大同區錦西街84號,0,0,1,1,C03,6,5,5,50,14,9,1,4,4,5,13,4,4,5,5,5,2,3,4,0,,,,,,,,,,,,119,,2,,121.5190115,25.0602349
113,3,2,18,58,2,01大同區,大同區錦西街84號,0,0,1,2,H01,6,5,5,50,14,9,1,4,4,5,13,4,4,5,5,5,2,3,2,30,2,9,4,5,8,16,8,20,10,16,,123,,1,21,121.5190115,25.0602349
113,3,2,19,3,2,04大安區,大安區仁愛路4段與安和路1段口,0,0,1,1,C03,6,5,5,50,4,1,1,4,4,5,13,2,1,1,4,1,1,17,1,59,3,10,6,1,7,6,1,10,1,12,,9,,1,21,121.5514933,25.0379984
113,3,2,19,3,2,04大安區,大安區仁愛路4段與安和路1段口,0,0,1,2,C03,6,5,5,50,4,1,1,4,4,5,13,2,1,1,4,1,1,17,1,35,2,9,6,1,7,9,1,10,1,14,,13,,1,21,121.5514933,25.0379984
113,3,2,19,10,2,04大安區,大安區信義路3段與復興南路1段口,0,0,1,1,B02,6,5,5,50,4,1,1,4,4,5,13,2,1,1,4,5,1,2,1,55,3,10,3,4,7,5,1,2,11,5,,8,,1,21,121.5436953,25.0336059
113,3,2,19,10,2,04大安區,大安區信義路3段與復興南路1段口,0,0,1,2,H01,6,5,5,50,4,1,1,4,4,5,13,2,1,1,4,5,1,2,1,17,2,9,4,5,8,18,8,20,10,16,,67,,1,16,121.5436953,25.0336059
113,3,2,19,21,2,12內湖區,內湖區金龍路149號,0,0,1,1,B03,6,6,5,50,14,9,1,4,4,5,13,4,4,9,4,5,2,16,2,64,3,10,7,1,7,11,1,8,1,4,,103,,1,21,121.5895547,25.08613209
113,3,2,19,21,2,12內湖區,內湖區金龍路149號,0,0,1,2,C03,6,6,5,50,14,9,1,4,4,5,13,4,4,9,4,5,2,16,2,23,2,8,6,1,7,9,1,10,1,12,,44,,1,21,121.5895547,25.08613209
113,3,2,19,35,2,06松山區,松山區光復北路與光復北路26巷口,0,0,1,1,C03,6,5,5,50,4,1,1,4,4,5,13,2,1,1,4,5,2,17,1,50,2,8,6,1,7,5,1,10,1,14,,8,,1,21,121.5578422,25.0491676
113,3,2,19,35,2,06松山區,松山區光復北路與光復北路26巷口,0,0,1,2,B01,6,5,5,50,4,1,1,4,4,5,13,2,1,1,4,5,2,17,1,54,3,10,7,1,7,9,1,4,1,5,,44,,1,21,121.5578422,25.0491676
113,3,2,20,32,2,03中山區,中山區松江路133巷與南京東路2段115巷口,0,0,2,1,C03,6,5,5,30,4,1,1,4,4,5,11,4,4,10,5,5,2,15,1,51,2,8,3,4,7,9,1,10,1,11,,14,,1,21,121.5317603,25.05549934
113,3,2,20,32,2,03中山區,中山區松江路133巷與南京東路2段115巷口,0,0,2,2,C03,6,5,5,30,4,1,1,4,4,5,11,4,4,10,5,5,2,15,1,26,2,9,3,4,7,9,1,10,1,12,,108,,1,21,121.5317603,25.05549934
113,3,2,20,46,2,10文山區,文山區辛亥路4段100號,0,0,1,1,C03,6,5,5,50,14,9,1,4,4,5,13,2,1,1,2,5,2,17,1,66,2,9,6,1,7,9,1,10,2,11,,108,,1,21,121.5579099,25.0060338
113,3,2,20,46,2,10文山區,文山區辛亥路4段100號,0,0,1,2,B12,6,5,5,50,14,9,1,4,4,5,13,2,1,1,2,5,2,17,1,51,3,10,7,1,7,13,6,8,2,7,,38,,1,21,121.5579099,25.0060338
113,3,2,20,50,2,06松山區,松山區民生東路4段63號,0,0,1,1,C03,6,5,5,50,14,9,1,4,4,5,13,3,1,9,5,5,2,13,1,25,2,8,6,1,7,9,1,10,1,11,,108,,1,21,121.5508774,25.05791606
113,3,2,20,50,2,06松山區,松山區民生東路4段63號,0,0,1,2,B03,6,5,5,50,14,9,1,4,4,5,13,3,1,9,5,5,2,13,1,31,3,10,7,1,7,13,1,8,1,7,,38,,1,21,121.5508774,25.05791606
113,3,2,20,55,2,12內湖區,內湖區內湖路2段179巷52號前,0,0,1,1,C03,6,5,5,50,14,9,1,4,4,5,13,4,4,9,5,5,2,13,1,30,2,9,6,1,7,9,1,10,1,11,,108,,1,21,121.586756,25.08322265
113,3,2,20,55,2,12內湖區,內湖區內湖路2段179巷52號前,0,0,1,2,B12,6,5,5,50,14,9,1,4,4,5,13,4,4,9,5,5,2,13,1,51,3,10,7,1,7,13,1,8,1,7,,38,,1,21,121.586756,25.08322265
113,3,2,21,15,2,07信義區,信義區忠孝東路5段與松仁路口,0,0,1,1,C03,6,5,5,50,4,1,1,4,4,5,13,2,1,1,4,5,1,18,2,40,2,8,3,4,7,6,1,10,1,12,,118,,1,21,121.5683983,25.0408903
113,3,2,21,15,2,07信義區,信義區忠孝東路5段與松仁路口,0,0,1,2,,6,5,5,50,4,1,1,4,4,5,13,2,1,1,4,5,1,18,3,0,,,,,,,,,9,,,67,,1,,121.5683983,25.0408903
113,3,2,21,25,2,02萬華區,萬華區桂林路與環河南路1段348巷口,0,0,1,1,B03,6,5,5,50,5,1,1,4,4,5,13,2,1,1,4,5,2,16,1,20,3,10,7,1,7,6,1,8,1,2,,80,,1,21,121.5072472,25.03541606
113,3,2,21,25,2,02萬華區,萬華區桂林路與環河南路1段348巷口,0,0,1,2,C03,6,5,5,50,5,1,1,4,4,5,13,2,1,1,4,5,2,16,1,27,2,9,6,1,7,9,1,10,1,11,,44,,1,21,121.5072472,25.03541606
113,3,2,21,47,2,07信義區,信義區松信路210號,0,0,1,1,B03,6,5,5,50,14,9,1,4,4,5,13,1,1,9,4,5,2,17,2,39,3,10,3,4,7,1,1,8,9,17,,19,,1,21,121.5719085,25.041525
113,3,2,21,47,2,07信義區,信義區松信路210號,0,0,1,2,C03,6,5,5,50,14,9,1,4,4,5,13,1,1,9,4,5,2,17,1,27,2,9,5,1,7,9,1,10,9,17,,44,,1,21,121.5719085,25.041525
113,3,2,21,47,2,07信義區,信義區松信路210號,0,0,1,3,B03,6,5,5,50,14,9,1,4,4,5,13,1,1,9,4,5,2,17,1,38,3,10,3,4,7,14,1,8,9,17,,38,,1,21,121.5719085,25.041525
113,3,2,22,39,2,09北投區,北投區東華街1段與東陽街口,0,0,2,1,C03,6,5,5,30,4,2,1,4,4,5,13,2,1,10,5,5,1,3,1,35,2,9,6,1,7,5,1,10,1,14,,70,,1,22,121.5174708,25.1122124
113,3,2,22,39,2,09北投區,北投區東華街1段與東陽街口,0,0,2,2,H01,6,5,5,30,4,2,1,4,4,5,13,2,1,10,5,5,1,3,1,66,2,9,4,5,8,16,8,20,10,16,,122,,1,22,121.5174708,25.1122124
113,3,2,23,16,2,11南港區,南港區忠孝東路6段(昆陽捷運站4號出口),0,0,1,1,B03,6,5,5,50,14,7,1,4,4,5,13,4,4,1,4,4,2,17,1,59,3,10,7,1,7,1,1,8,9,17,,19,,2,21,121.5936412,25.0503965
113,3,2,23,16,2,11南港區,南港區忠孝東路6段(昆陽捷運站4號出口),0,0,1,2,C03,6,5,5,50,14,7,1,4,4,5,13,4,4,1,4,4,2,17,1,31,2,8,5,1,7,9,1,10,1,14,,44,,1,21,121.5936412,25.0503965
113,3,2,23,34,2,01大同區,大同區鄭州路與西寧北路口,0,0,2,1,C03,6,5,5,40,4,1,1,4,4,5,13,2,1,1,4,5,2,16,1,23,2,8,5,1,7,8,1,10,1,15,,100,,1,21,121.5081741,25.0506247
113,3,2,23,34,2,01大同區,大同區鄭州路與西寧北路口,0,0,2,2,C03,6,5,5,40,4,1,1,4,4,5,13,2,1,1,4,5,2,16,1,28,2,9,5,1,7,9,1,10,1,15,,13,,1,21,121.5081741,25.0506247
113,3,3,0,47,2,06松山區,松山區南京東路5段與南京東路5段23巷口,0,0,1,1,B01,6,5,5,40,5,1,1,4,4,5,13,2,1,1,4,5,2,17,1,63,3,10,7,1,7,7,1,4,9,17,,100,,2,7,121.5582354,25.0516217
113,3,3,0,47,2,06松山區,松山區南京東路5段與南京東路5段23巷口,0,0,1,2,C03,6,5,5,40,5,1,1,4,4,5,13,2,1,1,4,5,2,17,1,25,2,9,5,1,7,9,1,10,1,14,,14,,1,27,121.5582354,25.0516217
113,3,3,3,7,2,08士林區,士林區環河北路3段上重陽橋,0,0,1,1,B03,7,5,5,60,14,9,1,4,4,5,13,4,4,1,2,5,2,35,1,21,2,1,7,1,7,8,1,8,1,5,,108,,1,25,121.504175,25.0875282
113,3,3,3,7,2,08士林區,士林區環河北路3段上重陽橋,0,0,1,2,,7,5,5,60,14,9,1,4,4,5,13,4,4,1,2,5,2,35,3,0,,,,,,,,,,,,67,,1,,121.504175,25.0875282
113,3,3,5,3,2,10文山區,文山區興隆路2段與興隆路2段275巷口,0,0,1,1,C03,6,5,5,50,4,2,1,4,4,5,13,1,1,1,4,5,2,17,1,69,2,9,5,1,7,9,1,10,2,11,,108,,1,21,121.5524106,25.0016906
113,3,3,5,3,2,10文山區,文山區興隆路2段與興隆路2段275巷口,0,0,1,2,B03,6,5,5,50,4,2,1,4,4,5,13,1,1,1,4,5,2,17,1,27,3,10,2,1,7,13,1,8,9,7,,44,,1,21,121.5524106,25.0016906
113,3,3,6,40,2,02萬華區,萬華區中華路1段與成都路口,0,0,1,1,A02,7,6,5,50,4,2,1,5,4,5,13,2,1,9,4,5,1,9,1,53,3,10,3,4,7,12,1,2,1,17,,44,,1,21,121.5060577,25.0344696
113,3,3,6,40,2,02萬華區,萬華區中華路1段與成都路口,0,0,1,2,H02,7,6,5,50,4,2,1,5,4,5,13,2,1,9,4,5,1,9,2,53,2,7,4,5,7,20,8,20,10,16,,67,,1,21,121.5060577,25.0344696
113,3,3,8,37,2,12內湖區,內湖區民權大橋東往西,0,0,1,1,C03,8,6,5,30,14,11,1,5,4,5,13,4,4,2,4,4,1,12,1,66,3,10,6,1,7,8,1,10,1,14,,100,,1,21,121.5726964,25.06504254
113,3,3,8,37,2,12內湖區,內湖區民權大橋東往西,0,0,1,2,C03,8,6,5,30,14,11,1,5,4,5,13,4,4,2,4,4,1,12,1,26,3,10,6,1,7,9,1,9,1,12,,13,,1,21,121.5726964,25.06504254
113,3,3,8,37,2,12內湖區,內湖區民權大橋東往西,0,0,1,3,H02,8,6,5,30,14,11,1,5,4,5,13,4,4,2,4,4,1,12,2,66,2,8,5,5,7,21,8,20,10,16,,67,,1,21,121.5726964,25.06504254
113,3,3,9,0,2,03中山區,中山區民權東路2段122號,0,0,1,1,C03,8,7,5,50,14,9,1,5,4,5,13,4,4,9,4,5,2,17,1,23,3,10,5,1,7,8,1,10,1,12,,108,,1,21,121.5326345,25.0623967
113,3,3,9,0,2,03中山區,中山區民權東路2段122號,0,0,1,2,C03,8,7,5,50,14,9,1,5,4,5,13,4,4,9,4,5,2,17,1,63,2,9,5,1,7,9,1,10,1,14,,44,,1,21,121.5326345,25.0623967
113,3,3,9,0,2,03中山區,中山區民權東路2段122號,0,0,1,3,C03,8,7,5,50,14,9,1,5,4,5,13,4,4,9,4,5,2,17,1,35,3,10,5,1,7,9,1,10,1,14,,44,,1,21,121.5326345,25.0623967
113,3,3,9,25,2,11南港區,南港區三重路與重陽路口,0,0,1,1,H01,7,5,5,50,4,2,1,4,4,5,13,4,4,5,4,5,2,6,2,35,2,8,4,5,8,18,8,20,10,16,,121,,1,22,121.6131618,25.0621494
113,3,3,9,25,2,11南港區,南港區三重路與重陽路口,0,0,1,2,B02,7,5,5,50,4,2,1,4,4,5,13,4,4,5,4,5,2,6,2,22,3,10,7,4,7,9,1,8,2,4,,44,,1,21,121.6131618,25.0621494
113,3,3,9,51,2,02萬華區,萬華區西園路2段與寶興街口,0,0,1,1,C03,7,6,5,50,4,2,1,5,4,5,13,2,1,1,4,5,2,12,1,69,3,10,5,1,7,5,1,10,11,14,,17,,2,21,121.4936012,25.02653
113,3,3,9,51,2,02萬華區,萬華區西園路2段與寶興街口,0,0,1,2,C03,7,6,5,50,4,2,1,5,4,5,13,2,1,1,4,5,2,12,2,70,2,9,5,1,7,9,1,10,1,12,,17,,1,22,121.4936012,25.02653
113,3,3,10,41,2,03中山區,中山區錦州街48號,0,0,1,1,C03,7,7,5,50,14,9,1,5,4,3,13,4,4,5,5,5,2,16,1,72,2,9,5,1,7,15,1,10,1,14,,100,,1,22,121.5229111,25.05828292
113,3,3,10,41,2,03中山區,中山區錦州街48號,0,0,1,2,B03,7,7,5,50,14,9,1,5,4,3,13,4,4,5,5,5,2,16,1,66,3,10,7,1,7,9,1,8,1,5,,107,,1,22,121.5229111,25.05828292
113,3,3,10,41,2,03中山區,中山區錦州街48號,0,0,1,3,B03,7,7,5,50,14,9,1,5,4,3,13,4,4,5,5,5,2,16,1,33,3,10,7,1,7,13,1,8,1,4,,44,,1,22,121.5229111,25.05828292
113,3,3,10,41,2,03中山區,中山區錦州街48號,0,0,1,4,A12,7,7,5,50,14,9,1,5,4,3,13,4,4,5,5,5,2,16,1,64,3,10,7,1,7,14,1,8,9,17,,38,,1,22,121.5229111,25.05828292
113,3,3,11,15,2,07信義區,信義區信義路6段15巷與信義路6段15巷12弄口,0,0,1,1,C03,8,7,5,30,4,1,1,5,4,5,13,4,4,10,5,5,2,15,2,27,2,9,5,1,7,15,1,10,1,11,,108,,1,21,121.5751286,25.0348928
