發生年度,發生月,發生日,發生時-Hours,發生分,處理別-編號,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序號,車種,天候,道路照明設備,道路類別,速限-速度限制,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,座標-X,座標-Y
113,1,1,0,22,2,07信義區,信義區基隆路1段147巷5弄11號,0,0,1,1,C03,8,5,5,30,14,9,1,5,4,5,13,4,4,8,3,5,2,2,1,22,3,10,3,4,7,9,1,10,1,11,,4,,1,21,121.5664082,25.0430901
113,1,1,0,22,2,07信義區,信義區基隆路1段147巷5弄11號,0,0,1,2,H01,8,5,5,30,14,9,1,5,4,5,13,4,4,8,3,5,2,2,2,47,2,9,4,5,8,16,8,20,10,16,,60,,1,22,121.5664082,25.0430901
113,1,1,0,36,2,05中正區,中正區信義路2段與信義路2段181巷口,0,0,1,1,B03,8,5,5,50,3,1,1,5,4,5,13,4,4,1,4,5,2,16,1,52,3,10,7,1,7,5,1,8,2,8,,80,,1,21,121.529308,25.0339234
113,1,1,0,36,2,05中正區,中正區信義路2段與信義路2段181巷口,0,0,1,2,C02,8,5,5,50,3,1,1,5,4,5,13,4,4,1,4,5,2,16,1,47,2,9,6,1,7,9,1,9,2,12,,44,,1,21,121.529308,25.0339234
113,1,1,0,45,2,06松山區,松山區八德路4段389巷與南京東路5段250巷18弄口,0,0,1,2,H01,7,5,5,30,3,2,1,5,4,5,13,4,4,10,5,5,2,9,1,56,2,7,4,5,8,16,8,20,10,16,,67,,1,21,121.5683191,25.05019877
113,1,1,0,45,2,06松山區,松山區八德路4段389巷與南京東路5段250巷18弄口,0,0,1,1,B12,7,5,5,30,3,2,1,5,4,5,13,4,4,10,5,5,2,9,2,41,3,10,7,1,7,5,1,8,2,2,,108,,1,21,121.5683191,25.05019877
113,1,1,2,10,2,06松山區,松山區光復南路71號,0,0,1,1,C04,7,5,5,50,4,18,1,5,4,5,13,2,1,1,3,4,1,1,1,23,3,10,5,1,7,9,1,10,1,11,,70,,1,21,121.5578666,25.0453435
113,1,1,2,10,2,06松山區,松山區光復南路71號,0,0,1,2,H01,7,5,5,50,4,18,1,5,4,5,13,2,1,1,3,4,1,1,1,52,2,9,4,5,8,18,8,20,1,16,,121,,1,21,121.5578666,25.0453435
113,1,1,2,27,2,04大安區,大安區復興南路2段362號,0,0,1,1,H01,8,5,5,50,14,9,1,5,4,5,13,4,4,1,5,5,1,3,1,22,2,9,4,5,8,16,8,20,10,16,,121,,1,21,121.5433387,25.0218279
113,1,1,2,27,2,04大安區,大安區復興南路2段362號,0,0,1,2,B03,8,5,5,50,14,9,1,5,4,5,13,4,4,1,5,5,1,3,1,43,3,10,7,1,7,9,1,8,1,4,,44,,1,21,121.5433387,25.0218279
113,1,1,2,50,2,06松山區,松山區塔悠路(撫遠街423號對面),0,0,3,1,C03,7,5,5,40,14,8,1,5,4,5,13,4,4,1,4,4,2,9,1,20,2,9,6,1,7,9,1,10,2,11,,108,,1,22,121.5682514,25.06766237
113,1,1,2,50,2,06松山區,松山區塔悠路(撫遠街423號對面),0,0,3,2,H01,7,5,5,40,14,8,1,5,4,5,13,4,4,1,4,4,2,9,1,51,2,9,4,5,8,20,8,20,8,16,,60,,1,22,121.5682514,25.06766237
113,1,1,2,50,2,06松山區,松山區塔悠路(撫遠街423號對面),0,0,3,3,C03,7,5,5,40,14,8,1,5,4,5,13,4,4,1,4,4,2,9,1,35,2,9,6,1,7,9,1,10,2,11,,108,,1,22,121.5682514,25.06766237
113,1,1,3,45,2,03中山區,中山區中山北路1段21號,0,0,1,1,C03,8,5,5,50,14,9,1,5,4,5,13,4,4,9,4,5,2,17,1,32,2,9,5,1,7,9,1,10,1,11,,108,,1,21,121.5211745,25.04863582
113,1,1,3,45,2,03中山區,中山區中山北路1段21號,0,0,1,2,B01,8,5,5,50,14,9,1,5,4,5,13,4,4,9,4,5,2,17,1,47,3,10,7,1,7,14,1,4,1,3,,38,,1,21,121.5211745,25.04863582
113,1,1,5,3,2,05中正區,中正區羅斯福路4段與基隆路4段口,0,0,2,1,B01,8,5,5,50,4,1,1,5,4,5,13,1,1,1,4,5,2,16,1,57,3,10,7,1,7,6,1,4,2,6,,9,,1,21,121.5368368,25.011445
113,1,1,5,3,2,05中正區,中正區羅斯福路4段與基隆路4段口,0,0,2,2,C03,8,5,5,50,4,1,1,5,4,5,13,1,1,1,4,5,2,16,1,20,2,9,6,1,7,9,1,10,2,14,,44,,1,22,121.5368368,25.011445
113,1,1,5,3,2,05中正區,中正區羅斯福路4段與基隆路4段口,0,0,2,3,H02,8,5,5,50,4,1,1,5,4,5,13,1,1,1,4,5,2,16,2,20,2,9,6,5,7,20,8,20,10,16,,67,,1,22,121.5368368,25.011445
113,1,1,7,12,2,01大同區,大同區延平北路2段144巷與延平北路2段口,0,0,1,1,B01,8,5,5,50,4,1,1,5,4,5,13,4,4,5,4,5,2,16,1,65,3,10,7,1,7,9,1,8,2,1,,107,,1,21,121.511493,25.0576205
113,1,1,7,12,2,01大同區,大同區延平北路2段144巷與延平北路2段口,0,0,1,2,C03,8,5,5,50,4,1,1,5,4,5,13,4,4,5,4,5,2,16,1,49,2,8,6,1,7,5,1,10,2,11,,74,,1,21,121.511493,25.0576205
113,1,1,7,12,2,01大同區,大同區延平北路2段144巷與延平北路2段口,0,0,1,3,C03,8,5,5,50,4,1,1,5,4,5,13,4,4,5,4,5,2,16,2,41,4,11,3,4,7,13,1,10,11,11,,44,,1,22,121.511493,25.0576205
113,1,1,7,12,2,01大同區,大同區延平北路2段144巷與延平北路2段口,0,0,1,4,C03,8,5,5,50,4,1,1,5,4,5,13,4,4,5,4,5,2,16,1,20,4,11,3,4,7,13,7,19,11,12,,44,,1,22,121.511493,25.0576205
113,1,1,7,12,2,01大同區,大同區延平北路2段144巷與延平北路2段口,0,0,1,5,C03,8,5,5,50,4,1,1,5,4,5,13,4,4,5,4,5,2,16,2,22,4,11,3,4,7,13,1,10,1,11,,44,,1,22,121.511493,25.0576205
113,1,1,7,12,2,01大同區,大同區延平北路2段144巷與延平北路2段口,0,0,1,6,C03,8,5,5,50,4,1,1,5,4,5,13,4,4,5,4,5,2,16,2,43,4,11,3,4,7,13,1,10,1,14,,44,,1,22,121.511493,25.0576205
113,1,1,8,20,2,08士林區,士林區仰德大道1段與至誠路1段口,0,0,5,1,C03,7,6,5,40,5,2,1,5,4,5,13,2,1,5,4,5,2,17,1,18,2,8,6,1,7,9,1,10,1,11,,108,,1,21,121.5376261,25.10092604
113,1,1,8,20,2,08士林區,士林區仰德大道1段與至誠路1段口,0,0,5,2,C03,7,6,5,40,5,2,1,5,4,5,13,2,1,5,4,5,2,17,1,18,2,9,6,1,7,14,1,10,1,13,,44,,1,21,121.5376261,25.10092604
113,1,1,8,20,2,08士林區,士林區仰德大道1段與至誠路1段口,0,0,5,3,C03,7,6,5,40,5,2,1,5,4,5,13,2,1,5,4,5,2,17,2,25,2,9,6,1,7,9,1,10,1,12,,99,,1,21,121.5376261,25.10092604
113,1,1,8,20,2,08士林區,士林區仰德大道1段與至誠路1段口,0,0,5,4,H02,7,6,5,40,5,2,1,5,4,5,13,2,1,5,4,5,2,17,2,18,2,8,6,5,7,20,8,20,10,16,,67,,1,21,121.5376261,25.10092604
113,1,1,8,20,2,08士林區,士林區仰德大道1段與至誠路1段口,0,0,5,5,H02,7,6,5,40,5,2,1,5,4,5,13,2,1,5,4,5,2,17,2,26,2,8,6,5,7,20,8,20,10,16,,67,,1,21,121.5376261,25.10092604
113,1,1,9,58,2,03中山區,中山區民權東路2段35號,0,0,1,2,C03,8,5,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,13,2,25,2,9,3,4,7,9,1,10,9,11,,16,,1,21,121.5295245,25.0627875
113,1,1,9,58,2,03中山區,中山區民權東路2段35號,0,0,1,1,B03,8,5,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,13,1,50,3,10,3,4,7,8,1,8,9,3,,100,,1,21,121.5295245,25.0627875
113,1,1,9,58,2,03中山區,中山區民權東路2段35號,0,0,1,3,C03,8,5,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,13,1,44,3,10,3,4,7,9,1,10,9,13,,44,,1,21,121.5295245,25.0627875
113,1,1,10,4,2,03中山區,中山區南京東路1段與天津街口,0,0,1,1,C03,8,6,5,50,3,2,1,5,4,5,13,4,4,3,5,5,2,13,1,52,3,10,5,1,7,9,1,10,1,11,14,108,,1,21,121.5235373,25.05208094
113,1,1,10,4,2,03中山區,中山區南京東路1段與天津街口,0,0,1,2,C03,8,6,5,50,3,2,1,5,4,5,13,4,4,3,5,5,2,13,1,35,2,9,5,1,7,12,1,10,1,13,11,44,,1,21,121.5235373,25.05208094
113,1,1,10,4,2,03中山區,中山區南京東路1段與天津街口,0,0,1,3,B01,8,6,5,50,3,2,1,5,4,5,13,4,4,3,5,5,2,13,1,61,3,10,7,1,7,6,1,4,1,6,,9,,1,21,121.5235373,25.05208094
113,1,1,10,31,2,09北投區,北投區泉源路與行義路口,0,0,1,1,C03,7,7,5,40,4,2,1,5,4,5,13,1,1,4,5,5,2,17,2,21,2,8,5,1,7,6,1,10,1,15,,44,,1,22,121.5267645,25.14401946
113,1,1,10,31,2,09北投區,北投區泉源路與行義路口,0,0,1,2,C03,7,7,5,40,4,2,1,5,4,5,13,1,1,4,5,5,2,17,1,67,3,10,5,1,7,6,1,10,1,14,,44,,1,22,121.5267645,25.14401946
113,1,1,10,31,2,09北投區,北投區泉源路與行義路口,0,0,1,3,H02,7,7,5,40,4,2,1,5,4,5,13,1,1,4,5,5,2,17,2,64,3,10,5,5,7,20,8,20,10,16,,58,,1,22,121.5267645,25.14401946
113,1,1,10,42,2,10文山區,文山區木柵路4段與和平東路4段口,0,0,1,1,C03,8,7,5,50,3,1,1,5,4,5,13,1,1,5,4,5,2,15,1,66,3,10,5,1,7,9,1,10,1,11,,81,,1,21,121.574673,24.9981882
113,1,1,10,42,2,10文山區,文山區木柵路4段與和平東路4段口,0,0,1,2,C03,8,7,5,50,3,1,1,5,4,5,13,1,1,5,4,5,2,15,2,37,2,9,5,1,7,1,1,10,1,11,,44,,1,21,121.574673,24.9981882
113,1,1,10,42,2,10文山區,文山區木柵路4段與和平東路4段口,0,0,1,3,F01,8,7,5,50,3,1,1,5,4,5,13,1,1,5,4,5,2,15,1,32,3,10,4,1,7,11,8,20,1,13,,11,,1,21,121.574673,24.9981882
113,1,1,11,22,2,06松山區,松山區民權東路5段1號與民權東路5段口旁無名巷,0,0,2,1,C03,7,6,5,50,3,1,1,5,4,5,13,2,1,1,4,5,2,15,2,81,2,9,5,1,7,9,3,18,1,14,,81,,1,22,121.5648174,25.0631636
113,1,1,11,22,2,06松山區,松山區民權東路5段1號與民權東路5段口旁無名巷,0,0,2,2,C03,7,6,5,50,3,1,1,5,4,5,13,2,1,1,4,5,2,15,1,35,2,7,6,1,7,9,1,10,2,11,,13,,1,22,121.5648174,25.0631636
113,1,1,11,43,2,02萬華區,萬華區萬大路與東園街口,0,0,1,1,C03,8,7,5,50,4,2,1,5,4,5,13,1,1,9,5,5,1,12,1,53,3,10,5,1,7,9,1,10,1,14,,108,,1,21,121.4985552,25.0217013
113,1,1,11,43,2,02萬華區,萬華區萬大路與東園街口,0,0,1,2,C03,8,7,5,50,4,2,1,5,4,5,13,1,1,9,5,5,1,12,1,59,2,9,5,1,7,9,1,10,1,12,,44,,1,21,121.4985552,25.0217013
113,1,1,11,43,2,02萬華區,萬華區環河南路1段與漢口街2段口,0,0,1,1,C03,7,6,5,50,3,2,1,5,4,5,13,4,4,5,4,5,1,17,1,28,2,7,3,4,7,9,1,10,1,14,,42,,1,22,121.5039224,25.04674654
113,1,1,11,43,2,02萬華區,萬華區環河南路1段與漢口街2段口,0,0,1,2,C03,7,6,5,50,3,2,1,5,4,5,13,4,4,5,4,5,1,17,1,26,3,10,3,4,7,9,1,10,1,12,,42,,1,22,121.5039224,25.04674654
113,1,1,11,43,2,02萬華區,萬華區環河南路1段與漢口街2段口,0,0,1,3,C03,7,6,5,50,3,2,1,5,4,5,13,4,4,5,4,5,1,17,1,65,3,10,3,4,7,7,1,10,9,17,,100,,1,22,121.5039224,25.04674654
113,1,1,11,50,2,02萬華區,萬華區大埔街與大埔街7巷口口,0,0,4,1,C03,8,5,5,30,4,1,1,5,4,3,10,4,4,10,5,5,2,17,2,46,2,9,3,4,7,6,1,10,2,11,,80,,1,21,121.5041751,25.03307859
113,1,1,11,50,2,02萬華區,萬華區大埔街與大埔街7巷口口,0,0,4,2,B03,8,5,5,30,4,1,1,5,4,3,10,4,4,10,5,5,2,17,2,60,2,3,3,4,7,9,1,8,2,5,,14,,1,21,121.5041751,25.03307859
113,1,1,11,50,2,02萬華區,萬華區大埔街與大埔街7巷口口,0,0,4,3,B03,8,5,5,30,4,1,1,5,4,3,10,4,4,10,5,5,2,17,1,48,3,10,3,4,7,13,1,8,1,17,,38,,1,21,121.5041751,25.03307859
113,1,1,11,50,2,02萬華區,萬華區大埔街與大埔街7巷口口,0,0,4,4,H02,8,5,5,30,4,1,1,5,4,3,10,4,4,10,5,5,2,17,1,14,2,9,3,5,7,20,8,20,10,16,,67,,1,21,121.5041751,25.03307859
113,1,1,11,50,2,02萬華區,萬華區大埔街與大埔街7巷口口,0,0,4,5,H02,8,5,5,30,4,1,1,5,4,3,10,4,4,10,5,5,2,17,2,9,2,9,3,5,7,20,8,20,10,16,,67,,1,21,121.5041751,25.03307859
113,1,1,11,54,2,04大安區,大安區大安路1段與市民大道4段口口,0,0,2,1,C03,8,6,5,40,4,1,1,5,4,5,13,2,1,10,4,5,2,12,2,31,2,8,5,1,7,1,1,10,1,12,,19,,1,22,121.5461471,25.0450162
113,1,1,11,54,2,04大安區,大安區大安路1段與市民大道4段口口,0,0,2,2,B03,8,6,5,40,4,1,1,5,4,5,13,2,1,10,4,5,2,12,1,56,3,10,7,1,7,9,1,8,1,4,,44,,1,22,121.5461471,25.0450162
113,1,1,11,54,2,04大安區,大安區大安路1段與市民大道4段口口,0,0,2,3,H02,8,6,5,40,4,1,1,5,4,5,13,2,1,10,4,5,2,12,1,3,2,1,5,5,7,17,8,20,10,16,,67,,1,22,121.5461471,25.0450162
113,1,1,12,25,2,09北投區,北投區明德路與明德路337巷口,0,0,1,1,C03,8,6,5,50,11,9,1,5,4,5,13,4,4,5,2,5,2,12,2,31,3,10,5,1,7,4,1,10,1,12,,108,,1,21,121.5203406,25.116778
113,1,1,12,25,2,09北投區,北投區明德路與明德路337巷口,0,0,1,2,C03,8,6,5,50,11,9,1,5,4,5,13,4,4,5,2,5,2,12,1,42,2,9,5,1,7,9,1,10,1,14,,44,,1,21,121.5203406,25.116778
113,1,1,13,22,2,11南港區,南港區經貿一路與經貿二路157巷口,0,0,2,1,B03,7,7,5,50,3,2,1,5,4,5,13,2,1,1,2,5,2,12,1,43,3,10,7,1,7,6,1,8,1,5,,9,,1,21,121.6187442,25.0610358
113,1,1,13,22,2,11南港區,南港區經貿一路與經貿二路157巷口,0,0,2,2,C02,7,7,5,50,3,2,1,5,4,5,13,2,1,1,2,5,2,12,1,34,2,9,6,1,7,9,1,9,1,11,,13,,1,21,121.6187442,25.0610358
113,1,1,13,22,2,11南港區,南港區經貿一路與經貿二路157巷口,0,0,2,3,H02,7,7,5,50,3,2,1,5,4,5,13,2,1,1,2,5,2,12,2,32,2,9,6,5,7,20,8,20,10,16,,67,,1,21,121.6187442,25.0610358
113,1,1,13,45,2,10文山區,文山區景華街與景興路85巷口,0,0,1,1,B03,8,6,5,30,4,2,1,5,4,5,13,4,4,10,5,5,2,17,2,73,3,10,7,1,7,5,1,8,1,8,,74,,1,21,121.5452336,24.9951919
113,1,1,13,45,2,10文山區,文山區景華街與景興路85巷口,0,0,1,2,C03,8,6,5,30,4,2,1,5,4,5,13,4,4,10,5,5,2,17,1,33,2,9,5,1,7,9,1,10,1,15,,13,,1,21,121.5452336,24.9951919
113,1,1,13,57,2,07信義區,信義區松仁路與松勤街口,0,0,2,1,B03,8,5,5,50,4,1,1,5,4,5,13,1,1,9,4,5,2,16,2,58,3,10,7,1,7,5,1,14,2,2,,74,,1,21,121.5683994,25.0318792
113,1,1,13,57,2,07信義區,信義區松仁路與松勤街口,0,0,2,2,C03,8,5,5,50,4,1,1,5,4,5,13,1,1,9,4,5,2,16,2,47,2,9,5,1,7,9,1,10,2,11,,14,,1,21,121.5683994,25.0318792
113,1,1,13,57,2,07信義區,信義區松仁路與松勤街口,0,0,2,3,H02,8,5,5,50,4,1,1,5,4,5,13,1,1,9,4,5,2,16,2,48,2,9,5,5,7,21,8,20,10,16,,67,,1,21,121.5683994,25.0318792
113,1,1,13,58,2,05中正區,中正區汀州路3段與基隆路4段口,0,0,2,1,C03,8,7,5,30,4,1,1,5,4,5,13,1,1,5,5,5,2,17,1,29,2,7,5,1,7,5,1,10,2,11,,8,,1,22,121.5362299,25.0110187
113,1,1,13,58,2,05中正區,中正區汀州路3段與基隆路4段口,0,0,2,2,F01,8,7,5,30,4,1,1,5,4,5,13,1,1,5,5,5,2,17,1,43,2,9,4,1,7,9,8,20,2,14,,99,,1,22,121.5362299,25.0110187
113,1,1,14,21,2,03中山區,中山區林森北路477號,0,0,1,1,C03,8,5,5,50,14,9,1,5,4,5,13,4,4,9,5,5,2,16,2,55,2,9,3,4,7,9,3,18,2,14,,101,,1,21,121.5256073,25.0609005
113,1,1,14,21,2,03中山區,中山區林森北路477號,0,0,1,2,B03,8,5,5,50,14,9,1,5,4,5,13,4,4,9,5,5,2,16,1,70,3,10,3,4,7,5,1,8,2,2,,108,,1,21,121.5256073,25.0609005
113,1,1,14,30,2,03中山區,中山區松江路228號,0,0,1,1,B01,7,7,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,12,1,58,3,10,7,1,7,4,1,8,1,2,,108,,1,21,121.5329898,25.0586897
113,1,1,14,30,2,03中山區,中山區松江路228號,0,0,1,2,F01,7,7,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,12,1,56,2,6,4,1,7,9,8,20,1,17,,5,,1,21,121.5329898,25.0586897
113,1,1,14,42,2,08士林區,士林區至善路3段336巷49-1號,0,0,2,1,C01,8,6,5,30,11,9,1,5,4,5,13,4,4,10,5,5,1,18,1,50,2,8,6,1,7,10,1,9,2,14,,101,,1,22,121.5940738,25.1330238
113,1,1,14,42,2,08士林區,士林區至善路3段336巷49-1號,0,0,2,2,,8,6,5,30,11,9,1,5,4,5,13,4,4,10,5,5,1,18,3,0,,,,,,,,,,,,67,,1,,121.5940738,25.1330238
113,1,1,14,42,2,08士林區,士林區至善路3段336巷49-1號,0,0,2,3,H02,8,6,5,30,11,9,1,5,4,5,13,4,4,10,5,5,1,18,2,45,2,8,6,5,7,17,8,20,10,16,,67,,1,22,121.5940738,25.1330238
113,1,1,15,31,2,01大同區,大同區環河北路1段與南京西路口,0,0,1,1,B03,8,7,5,50,5,1,1,5,4,5,13,2,1,10,4,5,2,16,2,52,3,10,3,4,7,6,1,8,1,5,,85,,1,21,121.5075289,25.0536646
113,1,1,15,31,2,01大同區,大同區環河北路1段與南京西路口,0,0,1,2,C03,8,7,5,50,5,1,1,5,4,5,13,2,1,10,4,5,2,16,1,52,2,9,5,1,7,9,1,10,1,11,,44,,1,21,121.5075289,25.0536646
113,1,1,15,35,2,06松山區,松山區民權東路5段與民權東路5段口3號旁無名巷,0,0,1,1,B12,8,5,5,50,3,1,1,5,4,5,13,2,1,1,4,5,2,16,2,39,3,10,7,1,7,5,1,8,1,1,,71,,1,22,121.5648284,25.06315997
113,1,1,15,35,2,06松山區,松山區民權東路5段與民權東路5段口3號旁無名巷,0,0,1,2,C03,8,5,5,50,3,1,1,5,4,5,13,2,1,1,4,5,2,16,2,27,2,9,5,1,7,9,1,10,1,14,,44,,1,22,121.5648284,25.06315997
113,1,1,15,35,2,09北投區,北投區中央北路2段與中央北路2段320巷口,0,0,1,1,C03,8,6,5,50,3,2,1,5,4,5,13,2,1,5,4,5,2,13,2,51,2,9,5,1,7,9,1,10,1,11,,16,,1,21,121.4899098,25.1385241
113,1,1,15,35,2,09北投區,北投區中央北路2段與中央北路2段320巷口,0,0,1,2,C03,8,6,5,50,3,2,1,5,4,5,13,2,1,5,4,5,2,13,1,44,3,10,5,1,7,14,1,10,1,13,,44,,1,21,121.4899098,25.1385241
113,1,1,15,41,2,02萬華區,萬華區萬大路187巷1弄與西藏路129巷口,0,0,1,1,B03,8,5,5,30,3,1,1,5,4,5,13,4,4,10,5,5,2,14,1,65,3,10,7,4,7,2,1,8,1,3,,12,,1,21,121.5020306,25.02852214
113,1,1,15,41,2,02萬華區,萬華區萬大路187巷1弄與西藏路129巷口,0,0,1,2,C03,8,5,5,30,3,1,1,5,4,5,13,4,4,10,5,5,2,14,1,36,2,9,5,4,7,9,1,10,1,14,,44,,1,21,121.5020306,25.02852214
113,1,1,16,38,2,07信義區,信義區虎林街與虎林街56巷口,0,0,3,1,C03,8,6,5,50,4,1,1,5,4,5,13,4,4,5,5,5,2,15,1,59,2,9,5,1,7,9,1,10,2,11,14,44,,1,21,121.5769866,25.0465098
113,1,1,16,38,2,07信義區,信義區虎林街與虎林街56巷口,0,0,3,2,C03,8,6,5,50,4,1,1,5,4,5,13,4,4,5,5,5,2,15,2,56,2,5,5,1,7,9,1,10,2,11,12,72,,1,21,121.5769866,25.0465098
113,1,1,16,38,2,07信義區,信義區虎林街與虎林街56巷口,0,0,3,3,H02,8,6,5,50,4,1,1,5,4,5,13,4,4,5,5,5,2,15,2,19,2,9,5,5,7,17,8,20,10,16,,67,,1,21,121.5769866,25.0465098
113,1,1,16,45,2,05中正區,中正區八德路1段與金山南路1段口,0,0,2,1,C03,8,7,5,50,4,2,1,5,4,5,13,1,1,10,5,5,2,13,1,24,2,9,5,1,7,9,1,10,2,11,,16,,1,26,121.529871,25.0435929
113,1,1,16,45,2,05中正區,中正區八德路1段與金山南路1段口,0,0,2,2,B03,8,7,5,50,4,2,1,5,4,5,13,1,1,10,5,5,2,13,1,42,3,10,7,1,7,9,1,8,2,3,,44,,1,26,121.529871,25.0435929
113,1,1,16,45,2,05中正區,中正區八德路1段與金山南路1段口,0,0,2,3,H02,8,7,5,50,4,2,1,5,4,5,13,1,1,10,5,5,2,13,2,25,2,5,5,5,7,20,8,20,10,16,,67,,1,26,121.529871,25.0435929
113,1,1,17,7,2,03中山區,中山區復興北路與八德路2段口,0,0,2,1,C03,7,5,5,50,4,1,1,5,4,5,13,2,1,1,4,5,2,17,1,62,2,9,6,4,7,15,6,10,2,11,,101,,1,21,121.5438492,25.0476296
113,1,1,17,7,2,03中山區,中山區復興北路與八德路2段口,0,0,2,2,C03,7,5,5,50,4,1,1,5,4,5,13,2,1,1,4,5,2,17,1,60,2,9,6,4,7,14,1,10,2,14,,44,,1,21,121.5438492,25.0476296
113,1,1,17,7,2,03中山區,中山區復興北路與八德路2段口,0,0,2,3,B01,7,5,5,50,4,1,1,5,4,5,13,2,1,1,4,5,2,17,1,67,3,10,3,4,7,6,1,4,9,17,,74,,1,21,121.5438492,25.0476296
113,1,1,17,28,2,01大同區,大同區民生西路與承德路2段口口,0,0,1,1,A02,8,6,5,50,4,1,1,5,4,5,13,2,1,5,5,5,2,16,1,63,3,10,7,1,7,6,1,2,1,2,,44,,1,21,121.5183534,25.0574563
113,1,1,17,28,2,01大同區,大同區民生西路與承德路2段口口,0,0,1,2,C03,8,6,5,50,4,1,1,5,4,5,13,2,1,5,5,5,2,16,1,41,2,9,6,1,7,14,1,10,1,14,,108,,1,21,121.5183534,25.0574563
113,1,1,17,41,2,10文山區,文山區木新路1段與無名巷口,0,0,1,1,B03,7,5,5,50,3,1,1,5,4,5,13,2,1,5,3,5,2,16,1,75,3,10,7,1,7,5,1,8,1,1,,8,,1,21,121.5707375,24.98878373
113,1,1,17,41,2,10文山區,文山區木新路1段與無名巷口,0,0,1,2,F01,7,5,5,50,3,1,1,5,4,5,13,2,1,5,3,5,2,16,2,49,2,9,4,1,7,11,8,20,1,12,,11,,1,21,121.5707375,24.98878373
113,1,1,17,45,2,08士林區,士林區中山北路5段與中山北路5段704巷口,0,0,1,1,B03,8,5,5,50,5,1,1,5,4,5,13,1,1,1,5,5,1,17,1,35,4,11,3,4,7,11,1,8,9,17,,10,,2,21,121.5273974,25.0979187
113,1,1,17,45,2,08士林區,士林區中山北路5段與中山北路5段704巷口,0,0,1,2,C03,8,5,5,50,5,1,1,5,4,5,13,1,1,1,5,5,1,17,1,43,2,9,5,1,7,9,1,10,1,17,,44,,1,21,121.5273974,25.0979187
113,1,1,18,35,2,09北投區,北投區大度路2號,0,0,2,2,C03,8,5,5,60,14,9,1,5,4,5,13,1,1,9,4,4,1,13,1,59,3,10,5,1,7,8,1,10,1,13,,100,,1,21,121.4993531,25.1213091
113,1,1,18,35,2,09北投區,北投區大度路2號,0,0,2,3,H02,8,5,5,60,14,9,1,5,4,5,13,1,1,9,4,4,1,13,2,24,2,7,5,5,7,20,8,20,10,16,,67,,1,21,121.4993531,25.1213091
113,1,1,18,35,2,09北投區,北投區大度路2號,0,0,2,1,C03,8,5,5,60,14,9,1,5,4,5,13,1,1,9,4,4,1,13,2,23,2,9,5,1,7,9,1,10,1,11,,44,,1,21,121.4993531,25.1213091
113,1,1,20,55,2,02萬華區,萬華區桂林路242巷與環河南路1段348巷口口,0,0,1,1,B01,7,5,5,0,5,2,1,5,4,5,13,1,1,8,3,5,1,16,1,52,3,10,3,4,7,5,1,4,1,2,,44,,1,21,121.4961612,25.03864097
113,1,1,20,55,2,02萬華區,萬華區桂林路242巷與環河南路1段348巷口口,0,0,1,2,C03,7,5,5,0,5,2,1,5,4,5,13,1,1,8,3,5,1,16,1,18,2,7,3,4,7,9,1,10,1,11,,44,,1,23,121.4961612,25.03864097
113,1,1,21,4,2,10文山區,文山區萬和街與萬安街16巷口,0,0,1,1,B03,8,5,5,30,3,1,1,5,4,5,13,3,1,5,5,5,2,16,1,52,3,10,7,1,7,5,1,8,1,4,,8,,1,21,121.568748,25.0004179
113,1,1,21,4,2,10文山區,文山區萬和街與萬安街16巷口,0,0,1,2,C03,8,5,5,30,3,1,1,5,4,5,13,3,1,5,5,5,2,16,1,52,2,9,6,1,7,9,1,10,1,11,,108,,1,21,121.568748,25.0004179
113,1,1,21,8,2,02萬華區,萬華區康定路與武昌街2段口,0,0,1,1,C03,7,5,5,50,4,2,1,5,4,5,13,1,1,9,4,5,2,16,1,21,2,8,5,1,7,5,1,10,1,12,,74,,1,21,121.5031022,25.04550868
113,1,1,21,8,2,02萬華區,萬華區康定路與武昌街2段口,0,0,1,2,C03,7,5,5,50,4,2,1,5,4,5,13,1,1,9,4,5,2,16,1,64,3,10,5,1,7,9,1,10,1,11,,44,,1,21,121.5031022,25.04550868
113,1,1,21,49,2,03中山區,中山區復興北路514巷與復興北路488巷1弄口,0,0,2,1,C03,7,5,5,30,4,1,1,5,4,5,13,4,4,9,4,5,2,15,2,33,2,9,5,1,7,9,1,10,1,14,,72,,1,21,121.5437173,25.0659748
113,1,1,21,49,2,03中山區,中山區復興北路514巷與復興北路488巷1弄口,0,0,2,2,C03,7,5,5,30,4,1,1,5,4,5,13,4,4,9,4,5,2,15,1,28,2,9,5,1,7,9,1,10,1,11,,108,,1,21,121.5437173,25.0659748
